--------- beginning of system
01-01 00:00:16.460   249   249 I Vold    : Vold 2.1 (the revenge) firing up
01-01 00:00:16.461   249   249 D Vold    : Volume sdcard1 state changing -1 (Initializing) -> 0 (No-Media)
01-01 00:00:16.461   249   249 I Cryptfs : Check if PFE is activated on Boot
01-01 00:00:45.124  3414  3414 I UserConfig: Loaded /storage/sdcard1/config.yml [ Version: 1.3 ]
01-01 00:00:45.124  3414  3414 I ConfigUtils: Config file loaded successfully from: /storage/sdcard1/config.yml
01-01 00:00:45.124  3414  3414 I ConfigUtils: Checking for new hardware config in: /storage/sdcard1/firmware/hardware-config.yml
01-01 00:00:45.125  3414  3414 I ConfigUtils: Loading hardware config from: /persist/sentera/hardware-config.yml
01-01 00:00:45.109  3414  3414 I sentera.snapcam: type=1400 audit(0.0:56): avc: denied { read } for name="hardware-config.yml" dev="mmcblk0p16" ino=22 scontext=u:r:system_app:s0 tcontext=u:object_r:persist_file:s0 tclass=file permissive=1
01-01 00:00:45.109  3414  3414 I sentera.snapcam: type=1400 audit(0.0:57): avc: denied { open } for path="/persist/sentera/hardware-config.yml" dev="mmcblk0p16" ino=22 scontext=u:r:system_app:s0 tcontext=u:object_r:persist_file:s0 tclass=file permissive=1
01-01 00:00:45.109  3414  3414 I sentera.snapcam: type=1400 audit(0.0:58): avc: denied { getattr } for path="/persist/sentera/hardware-config.yml" dev="mmcblk0p16" ino=22 scontext=u:r:system_app:s0 tcontext=u:object_r:persist_file:s0 tclass=file permissive=1
01-01 00:00:45.150  3414  3414 I ConfigUtils: Setting camera chromatix driver on camera 0 to: 5.4mm-0001_0014
01-01 00:00:45.166  3414  3414 I ConfigUtils: Setting camera chromatix driver on camera 1 to: 5.4mm-0001_0016
01-01 00:00:45.170  3414  3414 I ConfigUtils: Waiting for chromatix drivers to load...
01-01 00:00:45.181  3414  3414 I ConfigUtils: Chromatix drivers loaded!
01-01 00:00:45.211  3414  3414 I ConfigUtils: Wifi access point enabled!
01-01 00:00:45.211  3414  3414 I MainListener: Starting Sentera Protocol Listener...
01-01 00:00:45.228  3414  3414 I MainListener: Starting LED Notification Manager...
01-01 00:00:45.229  3414  4511 I ProtocolServer: Starting class com.sentera.snapcam.senteraprotocol.ProcerusInterpreter server. RX: UDP [ 239.192.143.140:60530 ] TX: UDP [ 192.168.143.130:60531 ]
01-01 00:00:45.230  3414  3414 I MainListener: Starting Payload Status Updates...
01-01 00:00:45.239  3414  4513 I StatusUpdater-1: Starting status server on 192.168.143.141:60531 - Updates: 192.168.143.130
01-01 00:00:45.242  4516  4516 E wifi_ap.sh: WIFI_AP: Toggling! 
01-01 00:00:45.242  3414  3414 I MainListener: Starting IMU Sensor Polling Source...
01-01 00:00:45.245  3414  3414 D IMUPolling: IMUPolling Created.
01-01 00:00:45.245  3414  3414 I MainListener: Performing Data Source Initialization
01-01 00:00:45.246  3414  3414 I MainListener: Starting u-blox Interpreter Thread...
01-01 00:00:45.249  3414  4512 I StatusUpdater-0: Starting status server on 192.168.143.141:60531 - Updates: 192.168.143.130
01-01 00:00:45.250  3414  3414 I MainListener: Starting u-blox Server Thread...
01-01 00:00:45.257  3414  3414 E jni-serial: On Load
01-01 00:00:45.249  3414  3414 I sentera.snapcam: type=1400 audit(0.0:59): avc: denied { read } for name="ttyUSB0" dev="tmpfs" ino=12396 scontext=u:r:system_app:s0 tcontext=u:object_r:device:s0 tclass=chr_file permissive=1
01-01 00:00:45.258  3414  3414 I SerialIn: Library loaded successfully: snapcam-serial
01-01 00:00:45.258  3414  3414 I jni-serial: Configuring Input Serial Port for: /dev/ttyUSB0 @ 115200
01-01 00:00:45.258  3414  3414 D jni-default: Opening port /dev/ttyUSB0 as Read Only at 115200 baud.
01-01 00:00:45.249  3414  3414 I sentera.snapcam: type=1400 audit(0.0:60): avc: denied { open } for path="/dev/ttyUSB0" dev="tmpfs" ino=12396 scontext=u:r:system_app:s0 tcontext=u:object_r:device:s0 tclass=chr_file permissive=1
01-01 00:00:45.249  3414  3414 I sentera.snapcam: type=1400 audit(0.0:61): avc: denied { ioctl } for path="/dev/ttyUSB0" dev="tmpfs" ino=12396 scontext=u:r:system_app:s0 tcontext=u:object_r:device:s0 tclass=chr_file permissive=1
01-01 00:00:45.260  3414  3414 I MainListener: Setup u-blox Event Manager...
01-01 00:00:45.263  3414  4535 I ProtocolServer: Starting class com.sentera.snapcam.ubx.UbxInterpreter server. RX: SERIAL [ /dev/ttyUSB0 @ 115200 bps ] TX: NONE
01-01 00:00:45.264  1325  1372 V Sensors : HAL:input data has partial packet
01-01 00:00:45.264  1325  1372 V Sensors : HAL:input data mLeftOverBufferSize=8
01-01 00:00:45.264  1325  1372 V Sensors : HAL:input catch up retrieve rdata=:16, 0, 0, 0, 2, 0, 2, 196
01-01 00:00:45.265  3414  3414 I MainListener: Setup Attitude Repository...
01-01 00:00:45.259   403   403 I sh      : type=1400 audit(0.0:62): avc: denied { append } for name="performance_log.csv" dev="fuse" ino=3061866832 scontext=u:r:init:s0 tcontext=u:object_r:fuse:s0 tclass=file permissive=1
01-01 00:00:45.259   403   403 I sh      : type=1400 audit(0.0:63): avc: denied { open } for path="/storage/sdcard1/info/logs/performance_log.csv" dev="fuse" ino=3061866832 scontext=u:r:init:s0 tcontext=u:object_r:fuse:s0 tclass=file permissive=1
01-01 00:00:45.267  3414  3414 I MainListener: Setup Absolute-Time Repository...
01-01 00:00:45.267  3414  3414 I MainListener: Setup Heading Repository...
01-01 00:00:45.268  3414  3414 I MainListener: Setup Position LLH Repository...
01-01 00:00:45.268  3414  3414 I MainListener: Performing Session Type Initialization
01-01 00:00:45.268  3414  3414 W MainListener: Commanded session used with Ublox.  Only the Sentera Protocol will start a session.
01-01 00:00:45.269  3414  3414 I MainListener: Starting web server...
01-01 00:00:45.277  3414  3429 W art     : Suspending all threads took: 5.399ms
01-01 00:00:45.282  3414  3429 I art     : Background sticky concurrent mark sweep GC freed 4268(386KB) AllocSpace objects, 0(0B) LOS objects, 17% free, 1644KB/1989KB, paused 9.067ms total 26.308ms
01-01 00:00:45.293  3414  3414 W ActivityThread: ClassLoader.getResources: The class loader returned by Thread.getContextClassLoader() may fail for processes that host multiple applications. You should explicitly specify a context class loader. For example: Thread.setContextClassLoader(getClass().getClassLoader());
01-01 00:00:45.302  4544  4544 E wifi_ap.sh: WIFI_AP: Enabling! 
01-01 00:00:45.314  4549  4549 E wifi_ap.sh: WIFI_AP: Starting AP with ssid: Sentera_21020-02_0066 password: 00660066 and channel: 9 on ip: 192.168.43.1 (root: 192.168.43) 
01-01 00:00:45.315  3414  3414 I ConfigUtils: Loaded to Idle: Saving config to internal storage
01-01 00:00:45.365  4509  4509 I sh      : insmod: can't insert '/system/lib/modules/wlan.ko': File exists
01-01 00:00:45.469  1325  1372 E Sensors : HAL:input invalid data_format 0x00
01-01 00:00:45.480   299  1319 D QsoftapCmd: Got softap fwreload command we are passing on
01-01 00:00:45.480   299  1319 D SoftapController: Softap fwReload - Ok
01-01 00:00:45.481  4509  4509 I sh      : 214 0 Ok
01-01 00:00:45.487   299  1319 D QsoftapCmd: Got softap set command we are overriding
01-01 00:00:45.487   299  1319 D         : qsapsetSoftap, softap, set, 8
01-01 00:00:45.487   299  1319 D         : ARG: 1 - softap
01-01 00:00:45.487   299  1319 D         : ARG: 2 - set
01-01 00:00:45.487   299  1319 D         : ARG: 3 - wlan0
01-01 00:00:45.487   299  1319 D         : ARG: 4 - Sentera_21020-02_0066
01-01 00:00:45.487   299  1319 D         : ARG: 5 - broadcast
01-01 00:00:45.487   299  1319 D         : ARG: 6 - 9
01-01 00:00:45.487   299  1319 D         : ARG: 7 - wpa2-psk
01-01 00:00:45.487   299  1319 D         : ARG: 8 - 00660066
01-01 00:00:45.487   299  1319 D         : CMD INPUT  [set ssid=Sentera_21020-02_0066][255]
01-01 00:00:45.487   299  1319 E         : Cmd: ssid Argument :Sentera_21020-02_0066 
01-01 00:00:45.487   299  1319 D         : cmd=ssid, Val:Sentera_21020-02_0066, INI:0 
01-01 00:00:45.487   299  1319 D         : Updated:ssid=Sentera_21020-02_0066
01-01 00:00:45.487   299  1319 D         : 
01-01 00:00:45.488   299  1319 D         : CMD OUTPUT [success]
01-01 00:00:45.488   299  1319 D         : len :7
01-01 00:00:45.488   299  1319 D         : 
01-01 00:00:45.488   299  1319 D         : CMD INPUT  [set ignore_broadcast_ssid=0][255]
01-01 00:00:45.488   299  1319 E         : Cmd: ignore_broadcast_ssid Argument :0 
01-01 00:00:45.488   299  1319 D         : cmd=ignore_broadcast_ssid, Val:0, INI:0 
01-01 00:00:45.489   299  1319 D         : Updated:ignore_broadcast_ssid=0
01-01 00:00:45.489   299  1319 D         : 
01-01 00:00:45.490   299  1319 D         : CMD OUTPUT [success]
01-01 00:00:45.490   299  1319 D         : len :7
01-01 00:00:45.490   299  1319 D         : 
01-01 00:00:45.490   299  1319 D         : CMD INPUT  [set channel=9][255]
01-01 00:00:45.490   299  1319 E         : Cmd: channel Argument :9 
01-01 00:00:45.490   299  1319 D         : cmd=channel, Val:9, INI:0 
01-01 00:00:45.490   299  1319 D         : Updated:channel=9
01-01 00:00:45.490   299  1319 D         : 
01-01 00:00:45.491   299  1319 D         : CMD OUTPUT [success]
01-01 00:00:45.491   299  1319 D         : len :7
01-01 00:00:45.491   299  1319 D         : 
01-01 00:00:45.491   299  1319 D         : CMD INPUT  [set security_mode=3][255]
01-01 00:00:45.491   299  1319 E         : Cmd: security_mode Argument :3 
01-01 00:00:45.491   299  1319 D         : cmd=wpa, Val:2, INI:0 
01-01 00:00:45.492   299  1319 D         : Updated:wpa=2
01-01 00:00:45.492   299  1319 D         : 
01-01 00:00:45.503   299  1319 D         : CMD OUTPUT [success]
01-01 00:00:45.503   299  1319 D         : len :7
01-01 00:00:45.503   299  1319 D         : 
01-01 00:00:45.503   299  1319 D         : CMD INPUT  [set wpa_passphrase=00660066][255]
01-01 00:00:45.503   299  1319 E         : Cmd: wpa_passphrase Argument :00660066 
01-01 00:00:45.503   299  1319 D         : cmd=wpa_passphrase, Val:00660066, INI:0 
01-01 00:00:45.504   299  1319 D         : Updated:wpa_passphrase=00660066
01-01 00:00:45.504   299  1319 D         : 
01-01 00:00:45.504   299  1319 D         : CMD OUTPUT [success]
01-01 00:00:45.504   299  1319 D         : len :7
01-01 00:00:45.504   299  1319 D         : 
01-01 00:00:45.504   299  1319 D         : CMD INPUT  [set commit][255]
01-01 00:00:45.504   299  1319 D         : CMD OUTPUT [success]
01-01 00:00:45.504   299  1319 D         : len :7
01-01 00:00:45.504   299  1319 D         : 
01-01 00:00:45.507  4509  4509 I sh      : 200 0 Softap operation succeeded
01-01 00:00:45.512   299  1319 D QsoftapCmd: Got softap startap command we are passing on
01-01 00:00:45.512   299  1319 E SoftapController: SoftAP is already running
01-01 00:00:45.513  4509  4509 I sh      : 214 0 Ok
01-01 00:00:45.518   299  1319 D CommandListener: Setting iface cfg
01-01 00:00:45.518   299  1319 D CommandListener: Trying to bring up wlan0
01-01 00:00:45.519  4509  4509 I sh      : 200 0 Interface configuration set
01-01 00:00:45.525   299  1319 D CommandListener: TetherCmd::runCommand. argc: 4. argv[0]: tether
01-01 00:00:45.525   299  1319 D TetherController: tetherInterface(wlan0)
01-01 00:00:45.525   299  1319 D TetherController: Router advertisement daemon already stopped
01-01 00:00:45.526   299  1319 D TetherController: Router advertisement daemon running
01-01 00:00:45.526   299  1319 D TetherController: Sending update msg to dnsmasq [update_ifaces:wlan0:wlan0]
01-01 00:00:45.527  4509  4509 I sh      : 200 0 Tether operation succeeded
01-01 00:00:45.533  4558  4558 D radish  : radish_bridge_debug_cmds: ebtables -t broute -L
01-01 00:00:45.538  4509  4509 I sh      : 200 0 success
01-01 00:00:45.545   299  1319 E Netd    : netlink response contains error (File exists)
01-01 00:00:45.545  4509  4509 I sh      : 400 0 addRoute() failed (File exists)
01-01 00:00:45.551   299  1319 D TetherController: Setting IP forward enable = 1
01-01 00:00:45.552   299  1319 D TetherController: config_write_setting(/proc/sys/net/ipv6/conf/all/proxy_ndp, 2)
01-01 00:00:45.552   299  1319 D TetherController: config_write_setting(/proc/sys/net/ipv6/conf/all/forwarding, 2)
01-01 00:00:45.554  4509  4509 I sh      : 200 0 ipfwd operation succeeded
01-01 00:00:45.560   299  1319 D CommandListener: TetherCmd::runCommand. argc: 4. argv[0]: tether
01-01 00:00:45.560   299  1319 E TetherController: Tethering already started
01-01 00:00:45.561  4509  4509 I sh      : 400 0 Tether operation failed (Device or resource busy)
01-01 00:00:45.564  4558  4558 D radish  : Bridge table: broute
01-01 00:00:45.564  4558  4558 D radish  : 
01-01 00:00:45.564  4558  4558 D radish  : Bridge chain: BROUTING, entries: 0, policy: ACCEPT
01-01 00:00:45.565  4558  4558 D radish  : radish_bridge_debug_cmds: brctl show
01-01 00:00:45.567  4558  4558 D radish  : bridge name	bridge id		STP enabled	interfaces
01-01 00:00:45.568  4558  4558 D radish  : radish_bridge_debug_cmds: netstat -ap
01-01 00:00:45.559  4568  4568 I netstat : type=1400 audit(0.0:64): avc: denied { getattr } for path="/proc/sysrq-trigger" dev="proc" ino=4026543158 scontext=u:r:netd:s0 tcontext=u:object_r:proc_sysrq:s0 tclass=file permissive=1
01-01 00:00:45.559  4568  4568 I netstat : type=1400 audit(0.0:65): avc: denied { getattr } for path="/proc/1" dev="proc" ino=10446 scontext=u:r:netd:s0 tcontext=u:r:init:s0 tclass=dir permissive=1
01-01 00:00:45.559  4568  4568 I netstat : type=1400 audit(0.0:66): avc: denied { search } for name="1" dev="proc" ino=10446 scontext=u:r:netd:s0 tcontext=u:r:init:s0 tclass=dir permissive=1
01-01 00:00:45.569  4568  4568 I netstat : type=1400 audit(0.0:67): avc: denied { read } for name="cmdline" dev="proc" ino=12680 scontext=u:r:netd:s0 tcontext=u:r:init:s0 tclass=file permissive=1
01-01 00:00:45.569  4568  4568 I netstat : type=1400 audit(0.0:68): avc: denied { open } for path="/proc/1/cmdline" dev="proc" ino=12680 scontext=u:r:netd:s0 tcontext=u:r:init:s0 tclass=file permissive=1
01-01 00:00:45.569  4568  4568 I netstat : type=1400 audit(0.0:69): avc: denied { getattr } for path="/proc/2" dev="proc" ino=10805 scontext=u:r:netd:s0 tcontext=u:r:kernel:s0 tclass=dir permissive=1
01-01 00:00:45.577  3414  3414 I ConfigUtils: Saved current config to: /storage/sdcard1/config.yml
01-01 00:00:45.569  4568  4568 I netstat : type=1400 audit(0.0:70): avc: denied { search } for name="2" dev="proc" ino=10805 scontext=u:r:netd:s0 tcontext=u:r:kernel:s0 tclass=dir permissive=1
01-01 00:00:45.569  4568  4568 I netstat : type=1400 audit(0.0:71): avc: denied { read } for name="cmdline" dev="proc" ino=11115 scontext=u:r:netd:s0 tcontext=u:r:kernel:s0 tclass=file permissive=1
01-01 00:00:45.569  4568  4568 I netstat : type=1400 audit(0.0:72): avc: denied { open } for path="/proc/2/cmdline" dev="proc" ino=11115 scontext=u:r:netd:s0 tcontext=u:r:kernel:s0 tclass=file permissive=1
01-01 00:00:45.579  4568  4568 I netstat : type=1400 audit(0.0:73): avc: denied { getattr } for path="/proc/216" dev="proc" ino=11265 scontext=u:r:netd:s0 tcontext=u:r:ueventd:s0 tclass=dir permissive=1
01-01 00:00:45.579  4568  4568 I netstat : type=1400 audit(0.0:74): avc: denied { search } for name="216" dev="proc" ino=11265 scontext=u:r:netd:s0 tcontext=u:r:ueventd:s0 tclass=dir permissive=1
01-01 00:00:45.579  4568  4568 I netstat : type=1400 audit(0.0:75): avc: denied { read } for name="cmdline" dev="proc" ino=11153 scontext=u:r:netd:s0 tcontext=u:r:ueventd:s0 tclass=file permissive=1
01-01 00:00:45.579  4568  4568 I netstat : type=1400 audit(0.0:76): avc: denied { open } for path="/proc/216/cmdline" dev="proc" ino=11153 scontext=u:r:netd:s0 tcontext=u:r:ueventd:s0 tclass=file permissive=1
01-01 00:00:45.590  3414  3414 I ConfigUtils: Saved factory default config to: /storage/sdcard1/config-factory-defaults.yml
01-01 00:00:45.590  3414  3414 I MainListener: Snapcam ready for commands.
01-01 00:00:45.590  3414  3414 I MainListener: ----------------------- Session  : IDLE [  ] -----------------------
01-01 00:00:45.590  3414  3414 V StatusUpdater-0: Session:  entering IDLE
01-01 00:00:45.590  3414  3414 V StatusUpdater-1: Session:  entering IDLE
01-01 00:00:45.590  3414  3414 D LEDNotifications: Setting LEDs to Session Ready State.
01-01 00:00:45.579  3414  3414 I sentera.snapcam: type=1400 audit(0.0:77): avc: denied { write } for name="trigger" dev="sysfs" ino=15771 scontext=u:r:system_app:s0 tcontext=u:object_r:sysfs:s0 tclass=file permissive=1
01-01 00:00:45.579  4568  4568 I netstat : type=1400 audit(0.0:78): avc: denied { getattr } for path="/proc/244" dev="proc" ino=10574 scontext=u:r:netd:s0 tcontext=u:r:logd:s0 tclass=dir permissive=1
01-01 00:00:45.579  4568  4568 I netstat : type=1400 audit(0.0:79): avc: denied { search } for name="244" dev="proc" ino=10574 scontext=u:r:netd:s0 tcontext=u:r:logd:s0 tclass=dir permissive=1
01-01 00:00:45.579  4568  4568 I netstat : type=1400 audit(0.0:80): avc: denied { read } for name="cmdline" dev="proc" ino=11306 scontext=u:r:netd:s0 tcontext=u:r:logd:s0 tclass=file permissive=1
01-01 00:00:45.579  4568  4568 I netstat : type=1400 audit(0.0:81): avc: denied { open } for path="/proc/244/cmdline" dev="proc" ino=11306 scontext=u:r:netd:s0 tcontext=u:r:logd:s0 tclass=file permissive=1
01-01 00:00:45.626  4558  4558 D radish  : Active Internet connections (servers and established)
01-01 00:00:45.626  4558  4558 D radish  : Proto Recv-Q Send-Q Local Address           Foreign Address         State       PID/Program name    
01-01 00:00:45.626  4558  4558 D radish  : tcp        0      0 (null):5555             (null):*                LISTEN      -
01-01 00:00:45.626  4558  4558 D radish  : tcp        0      0 (null):53               (null):*                LISTEN      -
01-01 00:00:45.626  4558  4558 D radish  : tcp        0      0 (null):53               (null):*                LISTEN      -
01-01 00:00:45.626  4558  4558 D radish  : tcp        0      0 (null):22               (null):*                LISTEN      -
01-01 00:00:45.626  4558  4558 D radish  : tcp        0      0 (null):445              (null):*                LISTEN      -
01-01 00:00:45.626  4558  4558 D radish  : tcp        0      0 (null):139              (null):*                LISTEN      -
01-01 00:00:45.626  4558  4558 D radish  : tcp        0      0 :::8080                 :::*                    LISTEN      -
01-01 00:00:45.626  4558  4558 D radish  : tcp        0      0 :::5201                 :::*                    LISTEN      -
01-01 00:00:45.626  4558  4558 D radish  : tcp        0      0 :::22                   :::*                    LISTEN      -
01-01 00:00:45.626  4558  4558 D radish  : udp        0      0 (null):53               (null):*                            -
01-01 00:00:45.626  4558  4558 D radish  : udp        0      0 (null):53               (null):*                            -
01-01 00:00:45.626  4558  4558 D radish  : udp        0      0 (null):67               (null):*                            -
01-01 00:00:45.626  4558  4558 D radish  : udp        0      0 (null):137              (null):*                            -
01-01 00:00:45.626  4558  4558 D radish  : udp        0      0 (null):137              (null):*                            -
01-01 00:00:45.626  4558  4558 D radish  : udp        0      0 (null):137              (null):*                            -
01-01 00:00:45.626  4558  4558 D radish  : udp        0      0 (null):138              (null):*                            -
01-01 00:00:45.626  4558  4558 D radish  : udp        0      0 (null):138              (null):*                            -
01-01 00:00:45.626  4558  4558 D radish  : udp        0      0 (null):138              (null):*                            -
01-01 00:00:45.626  4558  4558 D radish  : udp        0      0 :::60530                :::*                                -
01-01 00:00:45.626  4558  4558 D radish  : udp        0    704 (null):60531            (null):60531            ESTABLISHED -
01-01 00:00:45.626  4558  4558 D radish  : udp        0    704 (null):60531            (null):60531            ESTABLISHED -
01-01 00:00:45.626  4558  4558 D radish  : udp        0      0 :::59027                :::*                                -
01-01 00:00:45.626  4558  4558 D radish  : Active UNIX domain sockets (servers and established)
01-01 00:00:45.626  4558  4558 D radish  : Proto RefCnt Flags       Type       State         I-Node PID/Program name    Path
01-01 00:00:45.626  4558  4558 D radish  : unix  2      [ ACC ]     STREAM     LISTENING      13651 -                   /data/system/ndebugsocket
01-01 00:00:45.626  4558  4558 D radish  : unix  2      [ ]         DGRAM                      9774 -                   @suilst
01-01 00:00:45.626  4558  4558 D radish  : unix  2      [ ACC ]     SEQPACKET  LISTENING      11284 -                   /dev/socket/lmkd
01-01 00:00:45.626  4558  4558 D radish  : unix  2      [ ACC ]     STREAM     LISTENING      11292 -                   /dev/socket/vold
01-01 00:00:45.626  4558  4558 D radish  : unix  2      [ ACC ]     STREAM     LISTENING      12581 -                   /dev/socket/ims_qmid
01-01 00:00:45.626  4558  4558 D radish  : unix  2      [ ACC ]     STREAM     LISTENING      10565 -                   /dev/socket/property_service
01-01 00:00:45.626  4558  4558 D radish  : unix  36     [ ]         DGRAM                     10579 -                   /dev/socket/logdw
01-01 00:00:45.626  4558  4558 D radish  : unix  2      [ ACC ]     SEQPACKET  LISTENING      10582 -                   /dev/socket/logdr
01-01 00:00:45.626  4558  4558 D radish  : unix  2      [ ACC ]     STREAM     LISTENING      10584 -                   /dev/socket/logd
01-01 00:00:45.626  4558  4558 D radish  : unix  2      [ ACC ]     STREAM     LISTENING      11370 -                   /dev/socket/cnd
01-01 00:00:45.626  4558  4558 D radish  : unix  2      [ ACC ]     STREAM     LISTENING      13925 -                   @time_genoff
01-01 00:00:45.626  4558  4558 D radish  : unix  2      [ ACC ]     STREAM     LISTENING      11378 -                   /dev/socket/thermal-recv-passive-client
01-01 00:00:45.626  4558  4558 D radish  : unix  2      [ ACC ]     STREAM     LISTENING      11381 -                   /dev/socket/thermal-recv-client
01-01 00:00:45.626  4558  4558 D radish  : unix  2      [ ACC ]     STREAM     LISTENING      11383 -                   /dev/socket/thermal-send-client
01-01 00:00:45.626  4558  4558 D radish  : unix  2      [ ACC ]     STREAM     LISTENING      10615 4558/radish         /dev/socket/fwmarkd
01-01 00:00:45.626  4558  4558 D radish  : unix  2      [ ACC ]     STREAM     LISTENING      10618 4558/radish         /dev/socket/mdns
01-01 00:00:45.626  4558  4558 D radish  : unix  2      [ ACC ]     STREAM     LISTENING      10620 4558/radish         /dev/socket/dnsproxyd
01-01 00:00:45.626  4558  4558 D radish  : unix  2      [ ACC ]     STREAM     LISTENING      10622 4558/radish         /dev/socket/netd
01-01 00:00:45.626  4558  4558 D radish  : unix  2      [ ACC ]     STREAM     LISTENING      11390 -                   /dev/socket/zygote
01-01 00:00:45.626  4558  4558 D radish  : unix  2      [ ACC ]     STREAM     LISTENING      17490 -                   /data/misc/location/mq/alarm_svc
01-01 00:00:45.626  4558  4558 D radish  : unix  2      [ ACC ]     STREAM     LISTENING       9665 -                   @android:debuggerd
01-01 00:00:45.626  4558  4558 D radish  : unix  2      [ ACC ]     STREAM     LISTENING       9751 -                   @THERMALE_UI
01-01 00:00:45.626  4558  4558 D radish  : unix  2      [ ACC ]     STREAM     LISTENING      11435 -                   /dev/socket/adbd
01-01 00:00:45.626  4558  4558 D radish  : unix  2      [ ]         DGRAM                     18680 -                   /data/misc/wifi/hostapd/wlan0
01-01 00:00:45.626  4558  4558 D radish  : unix  2      [ ACC ]     STREAM     LISTENING      10676 -                   /data/misc/location/mq/location-mq-s
01-01 00:00:45.626  4558  4558 D radish  : unix  2      [ ACC ]     STREAM     LISTENING      10096 -                   /data/data/berserker.android.apps.sambadroid/samba/var/nmbd/unexpected
01-01 00:00:45.626  4558  4558 D radish  : unix  2      [ ACC ]     STREAM     LISTENING       9654 -                   /dev/socket/installd
01-01 00:00:45.626  4558  4558 D radish  : unix  2      [ ACC ]     STREAM     LISTENING      11442 -                   @jdwp-control
01-01 00:00:45.626  4558  4558 D radish  : unix  2      [ ACC ]     STREAM     LISTENING       9701 -                   /dev/socket/pps
01-01 00:00:45.626  4558  4558 D radish  : unix  2      [ ACC ]     STREAM     LISTENING      11504 -                   /dev/socket/ims_datad
01-01 00:00:45.626  4558  4558 D radish  : unix  3      [ ]         SEQPACKET  CONNECTED      16978 -                   
01-01 00:00:45.626  4558  4558 D radish  : unix  3      [ ]         SEQPACKET  CONNECTED      16199 -                   
01-01 00:00:45.626  4558  4558 D radish  : unix  2      [ ]         DGRAM                     11311 -                   
01-01 00:00:45.626  4558  4558 D radish  : unix  3      [ ]         SEQPACKET  CONNECTED      14015 -                   
01-01 00:00:45.626  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      18106 -                   
01-01 00:00:45.626  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      13479 -                   @jdwp-control
01-01 00:00:45.626  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      17030 -                   
01-01 00:00:45.626  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      16787 -                   
01-01 00:00:45.626  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      13709 -                   @jdwp-control
01-01 00:00:45.626  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      16210 -                   
01-01 00:00:45.626  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      16774 -                   @jdwp-control
01-01 00:00:45.626  4558  4558 D radish  : unix  2      [ ]         DGRAM                     10218 -                   
01-01 00:00:45.626  4558  4558 D radish  : unix  3      [ ]         SEQPACKET  CONNECTED      18926 -                   
01-01 00:00:45.626  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      12982 -                   
01-01 00:00:45.626  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      13797 -                   @jdwp-control
01-01 00:00:45.626  4558  4558 D radish  : unix  2      [ ]         DGRAM                     10638 -                   
01-01 00:00:45.626  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      17147 -                   @jdwp-control
01-01 00:00:45.626  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      16733 -                   
01-01 00:00:45.626  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      18504 -                   @jdwp-control
01-01 00:00:45.626  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      16098 -                   
01-01 00:00:45.626  4558  4558 D radish  : unix  3      [ ]         SEQPACKET  CONNECTED      16214 -                   
01-01 00:00:45.626  4558  4558 D radish  : unix  3      [ ]         SEQPACKET  CONNECTED      12776 -                   
01-01 00:00:45.626  4558  4558 D radish  : unix  3      [ ]         SEQPACKET  CONNECTED      14020 -                   
01-01 00:00:45.626  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      17353 -                   
01-01 00:00:45.626  4558  4558 D radish  : unix  3      [ ]         SEQPACKET  CONNECTED      16449 -                   
01-01 00:00:45.626  4558  4558 D radish  : unix  3      [ ]         SEQPACKET  CONNECTED      13635 -                   
01-01 00:00:45.626  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      11441 -                   
01-01 00:00:45.626  4558  4558 D radish  : unix  2      [ ]         DGRAM                     10653 -                   
01-01 00:00:45.626  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      13593 -                   
01-01 00:00:45.626  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED       9714 -                   
01-01 00:00:45.627  4558  4558 D radish  : unix  2      [ ]         DGRAM                     12587 -                   
01-01 00:00:45.627  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      18822 -                   @jdwp-control
01-01 00:00:45.627  4558  4558 D radish  : unix  3      [ ]         SEQPACKET  CONNECTED      13059 -                   
01-01 00:00:45.627  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      12282 -                   
01-01 00:00:45.627  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      19523 -                   @jdwp-control
01-01 00:00:45.627  4558  4558 D radish  : unix  3      [ ]         STREAM     CONNECTED      18144 -                   @jdwp-control
